id	title	imdbID	spanishTitle	imdbPictureURL	year	rtID	rtAllCriticsRating	rtAllCriticsNumReviews	rtAllCriticsNumFresh	rtAllCriticsNumRotten	rtAllCriticsScore	rtTopCriticsRating	rtTopCriticsNumReviews	rtTopCriticsNumFresh	rtTopCriticsNumRotten	rtTopCriticsScore	rtAudienceRating	rtAudienceNumRatings	rtAudienceScore	rtPictureURL
8943	Being Julia	0340012	Conociendo a Julia	http://ia.media-imdb.com/images/M/MV5BMTIwNTcxMTE2OF5BMl5BanBnXkFtZTcwNTEzOTcyMQ@@._V1._SY314_CR2,0,214,314_.jpg	2004	being_julia	6.7	123	94	29	76	6.5	35	24	11	68	3.5	1947	71	http://content8.flixster.com/movie/10/84/02/10840218_det.jpg
8944	The Dust Factory	0329030	The Dust Factory	http://ia.media-imdb.com/images/M/MV5BODI3OTU3MDU1Nl5BMl5BanBnXkFtZTcwMDcwMzgyMQ@@._V1._SY314_CR15,0,214,314_.jpg	2004	dust_factory	2.9	11	1	10	9	0	3	0	3	0	3.6	977	65	http://content8.flixster.com/movie/10/50/22/10502202_det.jpg
8945	Thérèse	0092090	Thérèse	http://ia.media-imdb.com/images/M/MV5BMTI1NTY1MjUyNF5BMl5BanBnXkFtZTcwNTczNTgxMQ@@._V1._SY314_CR3,0,214,314_.jpg	1986	therese	7.8	6	5	1	83	0	2	1	1	50	3.8	225	78	http://content8.flixster.com/movie/29/26/292610_det.jpg
8946	Surviving Christmas	0252028	Sobreviviendo a la Navidad	http://ia.media-imdb.com/images/M/MV5BMTcwMTI4MTY3Ml5BMl5BanBnXkFtZTcwOTUzMjcyMQ@@._V1._SX214_CR0,0,214,314_.jpg	2004	surviving_christmas	3	109	8	101	7	2.9	29	2	27	6	2.6	4192	37	http://content8.flixster.com/movie/56/19/48/5619486_det.jpg
8947	The Grudge	0391198	El grito	http://ia.media-imdb.com/images/M/MV5BMjIxODg1Nzc3NF5BMl5BanBnXkFtZTcwMjM0MjEzMw@@._V1._SX214_CR0,0,214,314_.jpg	2004	grudge	5.1	153	61	92	39	4.8	33	8	25	24	2.9	54794	57	http://content9.flixster.com/movie/28/62/286203_det.jpg
8948	Alfie	0375173	Alfie	http://ia.media-imdb.com/images/M/MV5BNzU0NjgyNjM0N15BMl5BanBnXkFtZTcwMTEwMDgyMQ@@._V1._SY314_CR4,0,214,314_.jpg	2004	alfie	5.5	149	73	76	48	5.2	38	16	22	42	2.9	15367	49	http://content9.flixster.com/movie/27/01/270103_det.jpg
8949	Sideways	0375063	Entre copas	http://ia.media-imdb.com/images/M/MV5BMjAwMDYyMTQ1OV5BMl5BanBnXkFtZTcwNjQ1NDgyMQ@@._V1._SY314_CR4,0,214,314_.jpg	2004	sideways	8.6	212	205	7	96	8.7	42	41	1	97	3.4	35809	77	http://content8.flixster.com/movie/26/68/266826_det.jpg
8950	The Machinist	0361862	El maquinista	http://ia.media-imdb.com/images/M/MV5BMTkxMjc0Nzk3Ml5BMl5BanBnXkFtZTcwNDM5MTcyMQ@@._V1._SX214_CR0,0,214,314_.jpg	2004	machinist	6.6	132	99	33	75	6.7	33	25	8	75	3.7	41645	82	http://content8.flixster.com/movie/26/76/267694_det.jpg
8951	Vera Drake	0383694	El secreto de Vera Drake	http://ia.media-imdb.com/images/M/MV5BMTY4NTI2OTI0MF5BMl5BanBnXkFtZTcwNTMxMzcyMQ@@._V1._SX214_CR0,0,214,314_.jpg	2004	vera_drake	7.9	155	142	13	91	8	40	36	4	90	3.8	3338	82	http://content6.flixster.com/movie/10/86/12/10861272_det.jpg
8952	Duo luo tian shi	0112913	Ángeles caídos	http://ia.media-imdb.com/images/M/MV5BMTQwODE1NDA2MV5BMl5BanBnXkFtZTcwNTAyNDczMQ@@._V1._SY314_CR4,0,214,314_.jpg	1995	fallen_angels_hong_kong	7.9	19	18	1	94	0	4	4	0	100	4	4014	86	http://content8.flixster.com/movie/30/83/308306_det.jpg
8954	Lightning in a Bottle	0396705	Lightning in a Bottle	http://ia.media-imdb.com/images/M/MV5BMjEzNzc0OTkwN15BMl5BanBnXkFtZTcwNzA2MTcyMQ@@._V1._SX214_CR0,0,214,314_.jpg	2004	1136293-lightning_in_a_bottle	7.4	61	53	8	86	7.4	22	20	2	90	3.6	343	78	http://content7.flixster.com/movie/10/91/89/10918929_det.jpg
8955	Undertow	0360130	Undertow	http://ia.media-imdb.com/images/M/MV5BMjA4MzAxMzA0NV5BMl5BanBnXkFtZTcwMDcwNjgyMQ@@._V1._SY314_CR8,0,214,314_.jpg	2004	undertow	5.9	116	64	52	55	6.1	34	19	15	55	3.4	1926	65	http://content7.flixster.com/movie/27/03/270301_det.jpg
8956	Enduring Love	0375735	El intruso	http://ia.media-imdb.com/images/M/MV5BMTIxNzU5MzE1N15BMl5BanBnXkFtZTYwMDE1MjY3._V1._SY314_CR4,0,214,314_.jpg	2004	enduring_love	6.2	96	57	39	59	6.2	34	20	14	58	3.3	2543	60	http://content8.flixster.com/movie/27/57/275702_det.jpg
8957	Saw	0387564	Saw	http://ia.media-imdb.com/images/M/MV5BMjE5Nzk3OTEwMV5BMl5BanBnXkFtZTcwMjI4NDYyMQ@@._V1._SX214_CR0,0,214,314_.jpg	2004	saw	5.4	161	77	84	47	4.9	32	10	22	31	3.7	144186	86	http://content8.flixster.com/movie/28/57/285702_det.jpg
8958	Ray	0350258	Ray	http://ia.media-imdb.com/images/M/MV5BMTIyNjg5NzQzMl5BMl5BanBnXkFtZTcwOTc4OTcyMQ@@._V1._SY314_CR5,0,214,314_.jpg	2004	ray	7.3	194	157	37	80	7.7	41	35	6	85	3.8	32696	87	http://content8.flixster.com/movie/26/65/266522_det.jpg
8959	Birth	0337876	Reencarnación	http://ia.media-imdb.com/images/M/MV5BMTUwMDMwMzIxMF5BMl5BanBnXkFtZTcwNTEwMzgyMQ@@._V1._SY314_CR17,0,214,314_.jpg	2004	birth	5.2	138	54	84	39	5.3	39	14	25	35	2.8	5483	41	http://content7.flixster.com/movie/62/20/622045_det.jpg
8960	Voices of Iraq	0430745	Voices of Iraq		2004	1164418-voices_of_iraq	6.1	15	9	6	60	5.9	12	6	6	50	4	111	86	http://content9.flixster.com/movie/66/62/49/6662491_det.jpg
8961	The Incredibles	0317705	Los increíbles	http://ia.media-imdb.com/images/M/MV5BNDA4Mzc5OTQ2N15BMl5BanBnXkFtZTcwODM2ODkyMw@@._V1._SX214_CR0,0,214,314_.jpg	2004	down-syndrome-the-first-18-months2004	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content6.flixster.com/movie/10/90/22/10902236_det.jpg
8962	Fade to Black	0080711	Fundido a negro	http://ia.media-imdb.com/images/M/MV5BMTc2NzQ3NjQwOF5BMl5BanBnXkFtZTcwODMxMTYyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1980	1006975-fade_to_black	4.9	11	5	6	45	0	1	1	0	100	3.3	379	54	http://content6.flixster.com/movie/39/56/04/3956044_det.jpg
8963	It's All About Love... og Thomas Vinterberg	0345449	It's All About Love... og Thomas Vinterberg	http://ia.media-imdb.com/images/M/MV5BMTcwMzQxNjAyMl5BMl5BanBnXkFtZTYwNjYzNDk3._V1._SX32_CR0,0,32,44_.jpg	2003		\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
8964	Callas Forever	0274407	Callas Forever	http://ia.media-imdb.com/images/M/MV5BMTcxMDM3Njg4Nl5BMl5BanBnXkFtZTYwMzQ4Mzk5._V1._SY314_CR10,0,214,314_.jpg	2002		0	0	0	0	0	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/11/12/35/11123503_det.jpg
8965	The Polar Express	0338348	Polar Express	http://ia.media-imdb.com/images/M/MV5BMTM1NTU0NTE4MV5BMl5BanBnXkFtZTcwMTQ0MjEzMw@@._V1._SX214_CR0,0,214,314_.jpg	2004	polar_express	6.4	186	104	82	55	6.2	39	21	18	53	3.2	22358	65	http://content6.flixster.com/movie/55/35/36/5535368_det.jpg
8966	Kinsey	0362269	Kinsey	http://ia.media-imdb.com/images/M/MV5BMTI4OTMwOTY5MV5BMl5BanBnXkFtZTcwOTc4NDgyMQ@@._V1._SY314_CR4,0,214,314_.jpg	2004	kinsey	7.6	187	168	19	89	7.9	39	36	3	92	3.4	6162	72	http://content6.flixster.com/movie/10/94/53/10945324_det.jpg
8967	Seed of Chucky	0387575	La semilla de Chucky	http://ia.media-imdb.com/images/M/MV5BMTIwMTczMjc3M15BMl5BanBnXkFtZTcwODcxMzcyMQ@@._V1._SX214_CR0,0,214,314_.jpg	2004	seed_of_chucky	4.4	71	23	48	32	3.9	18	2	16	11	2.6	15727	52	http://content8.flixster.com/movie/10/50/25/10502550_det.jpg
8968	After the Sunset	0367479	El gran golpe	http://ia.media-imdb.com/images/M/MV5BMTU1ODkyNDkwOV5BMl5BanBnXkFtZTcwNzI2MTcyMQ@@._V1._SX214_CR0,0,214,314_.jpg	2004	after_the_sunset	4.4	138	25	113	18	4.2	33	4	29	12	3.1	6886	56	http://content9.flixster.com/movie/15/26/66/1526667_det.jpg
8969	Bridget Jones: The Edge of Reason	0317198	Bridget Jones: Sobreviviré	http://ia.media-imdb.com/images/M/MV5BNjc4OTk1MjQ3NV5BMl5BanBnXkFtZTcwNjU2MTgyMQ@@._V1._SY314_CR1,0,214,314_.jpg	2004	bridget_jones_the_edge_of_reason	4.7	149	40	109	26	4.7	35	10	25	28	3.1	41759	64	http://content9.flixster.com/movie/11/12/32/11123203_det.jpg
8970	Finding Neverland	0308644	Descubriendo Nunca Jamás	http://ia.media-imdb.com/images/M/MV5BMTIxNDkxMzQ2OV5BMl5BanBnXkFtZTcwMDA4MDgyMQ@@._V1._SY314_CR0,0,214,314_.jpg	2004	finding_neverland	7.4	200	165	35	82	7.3	39	31	8	79	3.7	77596	84	http://content7.flixster.com/movie/67/71/22/6771229_det.jpg
8971	Veer-Zaara	0420332	Veer-Zaara	http://ia.media-imdb.com/images/M/MV5BMTI1Njc3ODg1Ml5BMl5BanBnXkFtZTcwNDYxNDcyMQ@@._V1._SY314_CR9,0,214,314_.jpg	2004	1195356-veer_zaara	0	3	3	0	100	0	2	2	0	100	4.2	4026	87	http://content9.flixster.com/movie/28/78/287895_det.jpg
8972	National Treasure: Book of Secrets	0465234	La búsqueda 2 - El diario secreto	http://ia.media-imdb.com/images/M/MV5BMTYxODUwODc4N15BMl5BanBnXkFtZTcwNzY3NTE3MQ@@._V1._SY314_CR13,0,214,314_.jpg	2007	national-treasure-2-book-of-secrets	4.7	118	39	79	33	4.6	25	8	17	32	3.6	1237906	72	http://content7.flixster.com/movie/10/10/43/10104317_det.jpg
8973	La mala educación	0275491	La mala educación	http://ia.media-imdb.com/images/M/MV5BNjQ2NDgyNzMzOV5BMl5BanBnXkFtZTcwNDY0OTUyMQ@@._V1._SY314_CR2,0,214,314_.jpg	2004	bad_education	7.5	134	118	16	88	7.8	35	30	5	85	3.9	13423	85	http://content8.flixster.com/movie/10/88/78/10887886_det.jpg
8974	The SpongeBob SquarePants Movie	0345950	Bob Esponja, la película	http://ia.media-imdb.com/images/M/MV5BMTIxODQxMTMwNl5BMl5BanBnXkFtZTcwNjIwMDgyMQ@@._V1._SY314_CR4,0,214,314_.jpg	2004	spongebob_squarepants_movie	6.2	123	84	39	68	6.2	33	23	10	69	3.2	19811	74	http://content6.flixster.com/movie/11/12/84/11128492_det.jpg
8976	San-Antonio	0375040	San-Antonio		2004	770872734	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/11/14/94/11149447_det.jpg
8977	Alexander	0346491	Alejandro Magno	http://ia.media-imdb.com/images/M/MV5BMTA1NDQ3OTY2NDVeQTJeQWpwZ15BbWU3MDI5MDc0MzM@._V1._SX214_CR0,0,214,314_.jpg	2004	alexander	3.9	193	31	162	16	4	41	5	36	12	2.7	29540	43	http://content9.flixster.com/movie/31/93/29/3193291_det.jpg
8978	Christmas with the Kranks	0388419	Una Navidad de locos	http://ia.media-imdb.com/images/M/MV5BMTUxNDA4OTU4Nl5BMl5BanBnXkFtZTcwMzQxODYyMQ@@._V1._SX214_CR0,0,214,314_.jpg	2004	christmas_with_the_kranks	2.8	131	6	125	4	3.4	33	1	32	3	2.9	11697	46	http://content7.flixster.com/movie/10/88/27/10882789_det.jpg
8979	Guerrilla: The Taking of Patty Hearst	0390299	Guerrilla: The Taking of Patty Hearst	http://ia.media-imdb.com/images/M/MV5BMTc3MjA5MDUwOV5BMl5BanBnXkFtZTcwMDE4MzcyMQ@@._V1._SX100_SY149_.jpg	2004	guerrilla-the-taking-of-patty-hearst	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/10/88/15/10881511_det.jpg
8980	Notre musique	0360845	Nuestra música	http://ia.media-imdb.com/images/M/MV5BMTkxNTk0MzMwMF5BMl5BanBnXkFtZTcwNDI0NDcyMQ@@._V1._SY314_CR2,0,214,314_.jpg	2004	notre_musique	6.6	54	36	18	66	6.9	17	12	5	70	3.7	949	69	http://content9.flixster.com/movie/29/50/295091_det.jpg
8981	Closer	0376541	Closer	http://ia.media-imdb.com/images/M/MV5BMTM5NDM3NDc1OF5BMl5BanBnXkFtZTcwNzE1MzcyMQ@@._V1._SY314_CR4,0,214,314_.jpg	2004	closer	6.6	201	137	64	68	6.6	42	31	11	73	3.5	50768	80	http://content9.flixster.com/movie/55/36/40/5536407_det.jpg
8982	I Am David	0327919	La fuerza del valor	http://ia.media-imdb.com/images/M/MV5BMTc0MDI3MzgwN15BMl5BanBnXkFtZTcwOTQ2MTcyMQ@@._V1._SX214_CR0,0,214,314_.jpg	2003	i_am_david	5.2	34	13	21	38	5.3	10	3	7	30	4	1967	86	http://content8.flixster.com/movie/25/49/254926_det.jpg
8983	Shi mian mai fu	0385004	La casa de las dagas voladoras	http://ia.media-imdb.com/images/M/MV5BMzg4MDE0NzIwNl5BMl5BanBnXkFtZTcwMDI2NDcyMQ@@._V1._SX214_CR0,0,214,314_.jpg	2004	house_of_flying_daggers	7.8	163	143	20	87	8.1	39	37	2	94	3.6	35657	81	http://content9.flixster.com/movie/10/89/29/10892903_det.jpg
8984	Ocean's Twelve	0349903	Ocean's Twelve	http://ia.media-imdb.com/images/M/MV5BMTQzODQwOTI4Nl5BMl5BanBnXkFtZTcwNzU1MTYyMQ@@._V1._SX214_CR0,0,214,314_.jpg	2004	oceans_twelve	5.9	174	96	78	55	6.1	38	23	15	60	3.4	108512	67	http://content7.flixster.com/movie/55/34/98/5534985_det.jpg
8985	Blade: Trinity	0359013	Blade: Trinity	http://ia.media-imdb.com/images/M/MV5BMTc3Nzk1MTYyMV5BMl5BanBnXkFtZTcwNzQyMzYyMQ@@._V1._SX214_CR0,0,214,314_.jpg	2004	blade_trinity	4.5	162	43	119	26	4.4	33	7	26	21	3.4	62827	70	http://content7.flixster.com/movie/55/05/72/5505729_det.jpg
8986	The Bellboy	0053644	El botones	http://ia.media-imdb.com/images/M/MV5BOTQ4MTM4NTYzNl5BMl5BanBnXkFtZTcwMDg4NjYyMQ@@._V1._SY314_CR23,0,214,314_.jpg	1960	bellboy	6.9	9	6	3	66	0	0	0	0	0	0	0	0	http://content6.flixster.com/movie/29/39/293924_det.jpg
8987	Le monde selon Bush	0416043	Le monde selon Bush	http://ia.media-imdb.com/images/M/MV5BMTcxNDYzMjQwOF5BMl5BanBnXkFtZTcwMTY4MjcyMQ@@._V1._SY314_CR7,0,214,314_.jpg	2004	monde-selon-bush-le	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/10/83/89/10838953_det.jpg
8988	Cinderfella	0053716	El ceniciento	http://ia.media-imdb.com/images/M/MV5BMTI0OTcwNjc2M15BMl5BanBnXkFtZTcwOTgwMjcyMQ@@._V1._SY314_CR23,0,214,314_.jpg	1960	cinderfella	0	4	3	1	75	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/29/30/293015_det.jpg
8989	Damn Yankees!	0051516	Malditos yanquis	http://ia.media-imdb.com/images/M/MV5BMjA5MDA1OTA0Nl5BMl5BanBnXkFtZTcwMTE5ODYyMQ@@._V1._SY314_CR24,0,214,314_.jpg	1958	1005152-damn_yankees	5.9	7	5	2	71	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/29/13/291305_det.jpg
8990	The Delicate Delinquent	0050301	Delicado delincuente	http://ia.media-imdb.com/images/M/MV5BMTIwMjk0ODE4N15BMl5BanBnXkFtZTcwNzc3ODYyMQ@@._V1._SY314_CR23,0,214,314_.jpg	1957	delicate_delinquent	0	3	1	2	33	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/10/93/87/10938769_det.jpg
8991	The Disorderly Orderly	0058018	Caso clínico en la clínica	http://ia.media-imdb.com/images/M/MV5BMjEzOTY5MzYwOF5BMl5BanBnXkFtZTcwOTk4NjYyMQ@@._V1._SY314_CR23,0,214,314_.jpg	1964		\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
8992	The Errand Boy	0054853	Un espía en Hollywood	http://ia.media-imdb.com/images/M/MV5BMTI2MjIwNzUzOF5BMl5BanBnXkFtZTcwNzI5NjYyMQ@@._V1._SY314_CR23,0,214,314_.jpg	1961	errand_boy	5.7	8	4	4	50	0	0	0	0	0	0	0	0	http://content6.flixster.com/movie/29/47/294724_det.jpg
8993	The Family Jewels	0059166	Las joyas de la familia	http://ia.media-imdb.com/images/M/MV5BMTQ4OTc0NzEwOF5BMl5BanBnXkFtZTcwMjU5NjYyMQ@@._V1._SY314_CR23,0,214,314_.jpg	1965	family_jewels	0	4	3	1	75	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/10/86/16/10861639_det.jpg
8994	The Ladies Man	0213790	El terror de las chicas	http://ia.media-imdb.com/images/M/MV5BMTc4NDE5MzY0N15BMl5BanBnXkFtZTcwMzIzNTEyMQ@@._V1._SY314_CR2,0,214,314_.jpg	2000	1101029-ladies_man	3.2	71	8	63	11	3.3	18	3	15	16	2.6	2790	43	http://content9.flixster.com/movie/27/08/270807_det.jpg
8995	Doing Time for Patsy Cline	0119002	Doing Time for Patsy Cline		1997	1157715-doing_time_for_patsy_cline	6.1	9	7	2	77	0	4	2	2	50	2.7	50	33	http://content8.flixster.com/movie/10/85/12/10851274_det.jpg
8996	Stateside	0339727	Stateside	http://ia.media-imdb.com/images/M/MV5BMjAyNjA2NTA3OV5BMl5BanBnXkFtZTcwODMxOTUyMQ@@._V1._SX214_CR0,0,214,314_.jpg	2004	stateside	4.3	46	11	35	23	4.1	20	4	16	20	3.4	526	62	http://content8.flixster.com/movie/27/48/274802_det.jpg
8997	The Stooge	0045192	The Stooge	http://ia.media-imdb.com/images/M/MV5BMjAxNDEyMzc2NF5BMl5BanBnXkFtZTcwMTU5NjYyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1952	stooge	0	1	0	1	0	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/29/39/293995_det.jpg
8998	That's Entertainment!	0072272	Érase una vez en Hollywood	http://ia.media-imdb.com/images/M/MV5BMTIxNjY4NjY3MV5BMl5BanBnXkFtZTcwMDc4NTYyMQ@@._V1._SY314_CR24,0,214,314_.jpg	1974	thats_entertainment	8	13	13	0	100	0	1	1	0	100	3.7	1093	79	http://content8.flixster.com/movie/10/86/76/10867698_det.jpg
8999	That's Entertainment, Part II	0075323	That's Entertainment, Part II	http://ia.media-imdb.com/images/M/MV5BOTE1NjA2NjQ0M15BMl5BanBnXkFtZTcwNTc4NTYyMQ@@._V1._SY314_CR25,0,214,314_.jpg	1976	thats-entertainment-2	0	3	2	1	66	0	0	0	0	0	0	0	0	http://content6.flixster.com/movie/10/87/46/10874684_det.jpg
9000	That's Entertainment! III	0111408	That's Entertainment! III	http://ia.media-imdb.com/images/M/MV5BMjAzNjIxNzkyNl5BMl5BanBnXkFtZTcwMTU4NTYyMQ@@._V1._SY314_CR19,0,214,314_.jpg	1994	thats-entertainment-iii	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/10/84/89/10848969_det.jpg
9001	The Wackiest Ship in the Army	0054453	Comando del Pacífico	http://ia.media-imdb.com/images/M/MV5BMTkxNTgwMDM4MV5BMl5BanBnXkFtZTcwNDUyNDc0MQ@@._V1._SY314_CR2,0,214,314_.jpg	1960	wackiest_ship_in_the_army	0	2	1	1	50	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/10/88/28/10882833_det.jpg
9002	Alexander	0346491	Alejandro Magno	http://ia.media-imdb.com/images/M/MV5BMTA1NDQ3OTY2NDVeQTJeQWpwZ15BbWU3MDI5MDc0MzM@._V1._SX214_CR0,0,214,314_.jpg	2004	alexander	3.9	193	31	162	16	4	41	5	36	12	2.7	29540	43	http://content9.flixster.com/movie/31/93/29/3193291_det.jpg
9003	Conquest of Space	0047947	La conquista del espacio	http://ia.media-imdb.com/images/M/MV5BMTMxODExODYzMF5BMl5BanBnXkFtZTcwMTg3ODYyMQ@@._V1._SY314_CR23,0,214,314_.jpg	1955	1040442-conquest_of_space	0	3	2	1	66	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/10/85/09/10850925_det.jpg
9004	D.A.R.Y.L.	0088979	D.A.R.Y.L.	http://ia.media-imdb.com/images/M/MV5BMTMzNjYwOTg1NV5BMl5BanBnXkFtZTcwMjkwMjcyMQ@@._V1._SY314_CR23,0,214,314_.jpg	1985	daryl	3.7	6	2	4	33	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/53/96/21/5396213_det.jpg
9005	Fire in the Sky	0106912	Fuego en el cielo	http://ia.media-imdb.com/images/M/MV5BMjEwMTI3Njc2Ml5BMl5BanBnXkFtZTcwMzQ3ODYyMQ@@._V1._SY314_CR5,0,214,314_.jpg	1993	fire_in_the_sky	5.1	14	5	9	35	0	3	0	3	0	3.1	2891	56	http://content8.flixster.com/movie/55/04/90/5504906_det.jpg
9007	I'll Be Seeing You	0036940	Te volveré a ver	http://ia.media-imdb.com/images/M/MV5BMjA0NDQ2MjY5MV5BMl5BanBnXkFtZTcwNTQ3NDYyMQ@@._V1._SY314_CR8,0,214,314_.jpg	1944	1135169-ill_be_seeing_you	0	1	1	0	100	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/10/85/82/10858246_det.jpg
9008	The Invisible Man Returns	0032635	El hombre invisible vuelve	http://ia.media-imdb.com/images/M/MV5BNjY4MzgzODgxOV5BMl5BanBnXkFtZTcwMzI0MzAyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1940	invisible_man_returns	5.9	9	8	1	88	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/95/83/99/9583999_det.jpg
9009	The Last Minute	0275468	The Last Minute	http://ia.media-imdb.com/images/M/MV5BMTI3OTM2NzQxNF5BMl5BanBnXkFtZTcwMjAyMDgyMQ@@._V1._SY314_CR3,0,214,314_.jpg	2001		\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
9010	Jeux d'enfants	0364517	Quiéreme si te atreves	http://ia.media-imdb.com/images/M/MV5BOTM4MDI4NDY5Nl5BMl5BanBnXkFtZTcwMjUyNzUyMQ@@._V1._SY314_CR4,0,214,314_.jpg	2003	love_me_if_you_dare	5.2	78	34	44	43	5.1	26	10	16	38	4.2	14602	90	http://content9.flixster.com/movie/26/83/268399_det.jpg
9011	Portrait of Jennie	0040705	Jennie	http://ia.media-imdb.com/images/M/MV5BMjE4OTc4NjUwNl5BMl5BanBnXkFtZTcwNDc3NDYyMQ@@._V1._SY314_CR8,0,214,314_.jpg	1948	portrait-of-jennie	7.9	11	10	1	90	0	0	0	0	0	0	0	0	http://images.rottentomatoescdn.com/images/defaults/poster_default.gif
9012	Ruby Gentry	0045109	Pasión bajo la niebla	http://ia.media-imdb.com/images/M/MV5BMjEyNjg0OTE3NF5BMl5BanBnXkFtZTcwMzQ3NDYyMQ@@._V1._SY314_CR8,0,214,314_.jpg	1952	ruby_gentry	6.9	6	4	2	66	0	1	1	0	100	3.1	162	43	http://content8.flixster.com/movie/30/73/307314_det.jpg
9013	Secret Honor	0088074	Secret Honor	http://ia.media-imdb.com/images/M/MV5BMjE4NzUyOTA3NV5BMl5BanBnXkFtZTcwMzEwOTYyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1984	secret_honor	7.4	11	8	3	72	0	3	2	1	66	3.6	540	72	http://content9.flixster.com/movie/30/05/300519_det.jpg
9014	Since You Went Away	0037280	Desde que te fuiste	http://ia.media-imdb.com/images/M/MV5BMjA1MTg1NzMzN15BMl5BanBnXkFtZTcwNDQ3NDYyMQ@@._V1._SY314_CR8,0,214,314_.jpg	1944	since_you_went_away	6.5	6	4	2	66	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/10/87/11/10871119_det.jpg
9015	A Slipping-Down Life	0162662	A Slipping-Down Life	http://ia.media-imdb.com/images/M/MV5BMTIwMjU5MTQxMl5BMl5BanBnXkFtZTcwNjU1NDYyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1999	slipping-down-life	4.7	65	17	48	26	4.5	24	7	17	29	3.2	316	49	http://content6.flixster.com/movie/28/05/280524_det.jpg
9017	Oliver Twist	0380599	Oliver Twist	http://ia.media-imdb.com/images/M/MV5BMTU5OTMwNDg3Ml5BMl5BanBnXkFtZTcwMzEyMDEzMQ@@._V1._SX214_CR0,0,214,314_.jpg	2005	charles-dickens-the-man-who-asked-for-more	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/10/87/39/10873958_det.jpg
9018	Control Room	0391024	Control Room	http://ia.media-imdb.com/images/M/MV5BMjA2NzM5NTkzOV5BMl5BanBnXkFtZTcwMjExMDcyMQ@@._V1._SY314_CR10,0,214,314_.jpg	2004	control_room	7.8	108	104	4	96	7.8	29	28	1	96	3.9	1430	86	http://content6.flixster.com/movie/10/88/83/10888380_det.jpg
9019	Celsius 41.11: The Temperature at Which the Brain... Begins to Die	0424885	Celsius 41.11: The Temperature at Which the Brain... Begins to Die	http://ia.media-imdb.com/images/M/MV5BMTIxOTMwMDcwOF5BMl5BanBnXkFtZTcwMzg5MTcyMQ@@._V1._SX214_CR0,0,214,314_.jpg	2004	1140725-celsius_4111	3.9	18	2	16	11	4	10	1	9	10	2.6	208	26	http://content6.flixster.com/movie/11/01/81/11018140_det.jpg
25736	Dr. Jekyll and Mr. Hyde	1159984	Dr. Jekyll and Mr. Hyde	http://ia.media-imdb.com/images/M/MV5BNDY2NzgwMDQ4N15BMl5BanBnXkFtZTcwNjY3NTY1Mg@@._V1._SY314_CR15,0,214,314_.jpg	2008	dr_jekyll_and_mr_hyde	0	1	0	1	0	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/11/12/32/11123215_det.jpg
25737	Der Golem, wie er in die Welt kam	0011237	El golem	http://ia.media-imdb.com/images/M/MV5BNzA4MjAzMzQ0N15BMl5BanBnXkFtZTcwMTMxMDAyMQ@@._V1._SY314_CR1,0,214,314_.jpg	1920	golem	7.9	8	8	0	100	0	1	1	0	100	0	0	0	http://content7.flixster.com/movie/28/75/287593_det.jpg
25744	Häxan	0013257	La brujería a través de los tiempos	http://ia.media-imdb.com/images/M/MV5BMTI1NjMzNzY4OV5BMl5BanBnXkFtZTcwMTU5OTkxMQ@@._V1._SY314_CR6,0,214,314_.jpg	1922	haxan	7.4	15	13	2	86	0	1	1	0	100	3.8	1213	80	http://content9.flixster.com/movie/10/88/46/10884659_det.jpg
